season,team,week,date,opponent,conference_game,venue,attendance,capacity,pct_of_capacity,capacity_estimated
2019,BYU,11,2019-11-09,Liberty,false,LaVell Edwards Stadium,54683,63470,0.8616,false
2019,BYU,12,2019-11-16,Idaho State,false,LaVell Edwards Stadium,57379,63470,0.9040,false
2019,Baylor,1,2019-08-31,Stephen F. Austin,false,McLane Stadium,43013,45140,0.9529,false
2019,Baylor,2,2019-09-07,UTSA,false,McLane Stadium,40274,45140,0.8922,false
2019,Baylor,5,2019-09-28,Iowa State,true,McLane Stadium,42359,45140,0.9384,false
2019,Baylor,7,2019-10-12,Texas Tech,true,McLane Stadium,47264,45140,1.0471,false
2019,Baylor,10,2019-10-31,West Virginia,true,McLane Stadium,46379,45140,1.0274,false
2019,Baylor,12,2019-11-16,Oklahoma,true,McLane Stadium,50223,45140,1.1126,false
2019,Baylor,13,2019-11-23,Texas,true,McLane Stadium,49109,45140,1.0879,false
2019,Cincinnati,1,2019-08-29,UCLA,false,Nippert Stadium,38032,38088,0.9985,false
2019,Cincinnati,3,2019-09-14,Miami (OH),false,Nippert Stadium,35526,38088,0.9327,false
2019,Cincinnati,6,2019-10-04,UCF,false,Nippert Stadium,40121,38088,1.0534,false
2019,Cincinnati,8,2019-10-19,Tulsa,false,Nippert Stadium,33209,38088,0.8719,false
2019,Cincinnati,11,2019-11-09,UConn,false,Nippert Stadium,38919,38088,1.0218,false
2019,Cincinnati,13,2019-11-23,Temple,false,Nippert Stadium,30101,38088,0.7903,false
2019,Colorado,2,2019-09-07,Nebraska,false,Folsom Field,52829,50183,1.0527,false
2019,Colorado,3,2019-09-14,Air Force,false,Folsom Field,49282,50183,0.9820,false
2019,Colorado,6,2019-10-05,Arizona,false,Folsom Field,52569,50183,1.0475,false
2019,Colorado,9,2019-10-25,USC,false,Folsom Field,48913,50183,0.9747,false
2019,Colorado,11,2019-11-09,Stanford,false,Folsom Field,49224,50183,0.9809,false
2019,Colorado,13,2019-11-23,Washington,false,Folsom Field,44618,50183,0.8891,false
2019,Houston,2,2019-09-07,Prairie View A&M,false,TDECU Stadium,29360,40000,0.7340,false
2019,Houston,7,2019-10-12,Cincinnati,false,TDECU Stadium,25716,40000,0.6429,false
2019,Houston,9,2019-10-24,SMU,false,TDECU Stadium,24543,40000,0.6136,false
2019,Houston,12,2019-11-16,Memphis,false,TDECU Stadium,25149,40000,0.6287,false
2019,Houston,14,2019-11-30,Navy,false,TDECU Stadium,22824,40000,0.5706,false
2019,Iowa State,1,2019-08-31,Northern Iowa,false,Jack Trice Stadium,61500,61500,1.0000,false
2019,Iowa State,3,2019-09-14,Iowa,false,Jack Trice Stadium,61500,61500,1.0000,false
2019,Iowa State,4,2019-09-21,UL Monroe,false,Jack Trice Stadium,57442,61500,0.9340,false
2019,Iowa State,6,2019-10-05,TCU,true,Jack Trice Stadium,59553,61500,0.9683,false
2019,Iowa State,9,2019-10-26,Oklahoma State,true,Jack Trice Stadium,61500,61500,1.0000,false
2019,Iowa State,12,2019-11-16,Texas,true,Jack Trice Stadium,58946,61500,0.9585,false
2019,Iowa State,13,2019-11-23,Kansas,true,Jack Trice Stadium,58120,61500,0.9450,false
2019,Kansas,1,2019-08-31,Indiana State,false,David Booth Kansas Memorial Stadium,32611,47233,0.6904,false
2019,Kansas,2,2019-09-07,Coastal Carolina,false,David Booth Kansas Memorial Stadium,33493,47233,0.7091,false
2019,Kansas,4,2019-09-21,West Virginia,true,David Booth Kansas Memorial Stadium,35816,47233,0.7583,false
2019,Kansas,6,2019-10-05,Oklahoma,true,David Booth Kansas Memorial Stadium,34402,47233,0.7283,false
2019,Kansas,9,2019-10-26,Texas Tech,true,David Booth Kansas Memorial Stadium,31036,47233,0.6571,false
2019,Kansas,10,2019-11-02,Kansas State,true,David Booth Kansas Memorial Stadium,47233,47233,1.0000,false
2019,Kansas,14,2019-11-30,Baylor,true,David Booth Kansas Memorial Stadium,22531,47233,0.4770,false
2019,Kansas State,1,2019-08-31,Nicholls,false,Bill Snyder Family Football Stadium,51189,50000,1.0238,false
2019,Kansas State,2,2019-09-07,Bowling Green,false,Bill Snyder Family Football Stadium,46075,50000,0.9215,false
2019,Kansas State,6,2019-10-05,Baylor,true,Bill Snyder Family Football Stadium,50448,50000,1.0090,false
2019,Kansas State,8,2019-10-19,TCU,true,Bill Snyder Family Football Stadium,48298,50000,0.9660,false
2019,Kansas State,9,2019-10-26,Oklahoma,true,Bill Snyder Family Football Stadium,50394,50000,1.0079,false
2019,Kansas State,12,2019-11-16,West Virginia,true,Bill Snyder Family Football Stadium,46332,50000,0.9266,false
2019,Kansas State,14,2019-11-30,Iowa State,true,Bill Snyder Family Football Stadium,48990,50000,0.9798,false
2019,Oklahoma State,2,2019-09-07,McNeese,false,Boone Pickens Stadium,55509,55509,1.0000,false
2019,Oklahoma State,5,2019-09-28,Kansas State,true,Boone Pickens Stadium,55509,55509,1.0000,false
2019,Oklahoma State,8,2019-10-19,Baylor,true,Boone Pickens Stadium,55060,55509,0.9919,false
2019,Oklahoma State,10,2019-11-02,TCU,true,Boone Pickens Stadium,52861,55509,0.9523,false
2019,Oklahoma State,12,2019-11-16,Kansas,true,Boone Pickens Stadium,55388,55509,0.9978,false
2019,Oklahoma State,14,2019-11-30,Oklahoma,true,Boone Pickens Stadium,54575,55509,0.9832,false
2019,TCU,1,2019-08-31,Arkansas-Pine Bluff,false,Amon G. Carter Stadium,40422,46000,0.8787,false
2019,TCU,4,2019-09-21,SMU,false,Amon G. Carter Stadium,41250,46000,0.8967,false
2019,TCU,5,2019-09-28,Kansas,true,Amon G. Carter Stadium,41960,46000,0.9122,false
2019,TCU,9,2019-10-26,Texas,true,Amon G. Carter Stadium,47660,46000,1.0361,false
2019,TCU,11,2019-11-09,Baylor,true,Amon G. Carter Stadium,45870,46000,0.9972,false
2019,TCU,14,2019-11-29,West Virginia,true,Amon G. Carter Stadium,40126,46000,0.8723,false
2019,Texas Tech,1,2019-08-31,Montana State,false,Jones AT&T Stadium,54183,60454,0.8963,false
2019,Texas Tech,2,2019-09-07,UTEP,false,Jones AT&T Stadium,56957,60454,0.9422,false
2019,Texas Tech,6,2019-10-05,Oklahoma State,true,Jones AT&T Stadium,56479,60454,0.9342,false
2019,Texas Tech,8,2019-10-19,Iowa State,true,Jones AT&T Stadium,52315,60454,0.8654,false
2019,Texas Tech,12,2019-11-16,TCU,true,Jones AT&T Stadium,50459,60454,0.8347,false
2019,Texas Tech,13,2019-11-23,Kansas State,true,Jones AT&T Stadium,50117,60454,0.8290,false
2019,UCF,1,2019-08-29,Florida A&M,false,Spectrum Stadium,44073,44206,0.9970,false
2019,UCF,3,2019-09-14,Stanford,false,Spectrum Stadium,45008,44206,1.0181,false
2019,UCF,5,2019-09-28,UConn,false,Spectrum Stadium,44164,44206,0.9990,false
2019,UCF,8,2019-10-19,East Carolina,false,Spectrum Stadium,42906,44206,0.9706,false
2019,UCF,10,2019-11-02,Houston,false,Spectrum Stadium,41361,44206,0.9356,false
2019,UCF,14,2019-11-29,South Florida,false,Spectrum Stadium,45216,44206,1.0228,false
2019,Utah,2,2019-09-07,Northern Illinois,false,Rice-Eccles Stadium,45919,45807,1.0024,false
2019,Utah,3,2019-09-14,Idaho State,false,Rice-Eccles Stadium,45989,45807,1.0040,false
2019,Utah,5,2019-09-28,Washington State,false,Rice-Eccles Stadium,46115,45807,1.0067,false
2019,Utah,8,2019-10-19,Arizona State,false,Rice-Eccles Stadium,46402,45807,1.0130,false
2019,Utah,9,2019-10-26,California,false,Rice-Eccles Stadium,46626,45807,1.0179,false
2019,Utah,12,2019-11-16,UCLA,false,Rice-Eccles Stadium,47307,45807,1.0327,false
2019,Utah,14,2019-11-30,Colorado,false,Rice-Eccles Stadium,46879,45807,1.0234,false
2019,West Virginia,1,2019-08-31,James Madison,false,Milan Puskar Stadium,61891,60000,1.0315,false
2019,West Virginia,3,2019-09-14,NC State,false,Milan Puskar Stadium,57052,60000,0.9509,false
2019,West Virginia,6,2019-10-05,Texas,true,Milan Puskar Stadium,62069,60000,1.0345,false
2019,West Virginia,7,2019-10-12,Iowa State,true,Milan Puskar Stadium,51836,60000,0.8639,false
2019,West Virginia,11,2019-11-09,Texas Tech,true,Milan Puskar Stadium,56573,60000,0.9429,false
2019,West Virginia,13,2019-11-23,Oklahoma State,true,Milan Puskar Stadium,46022,60000,0.7670,false
2020,Arizona,11,2020-11-14,USC,false,Arizona Stadium,0,50782,0.0000,false
2020,Arizona,14,2020-12-05,Colorado,false,Arizona Stadium,0,50782,0.0000,false
2020,Arizona,15,2020-12-11,Arizona State,false,Arizona Stadium,0,50782,0.0000,false
2020,Arizona State,14,2020-12-05,UCLA,false,Sun Devil Stadium,0,53599,0.0000,false
2020,BYU,4,2020-09-26,Troy,false,LaVell Edwards Stadium,0,63470,0.0000,false
2020,BYU,5,2020-10-02,Louisiana Tech,false,LaVell Edwards Stadium,0,63470,0.0000,false
2020,BYU,6,2020-10-10,UTSA,false,LaVell Edwards Stadium,0,63470,0.0000,false
2020,BYU,8,2020-10-24,Texas State,false,LaVell Edwards Stadium,6570,63470,0.1035,false
2020,BYU,9,2020-10-31,Western Kentucky,false,LaVell Edwards Stadium,6843,63470,0.1078,false
2020,BYU,12,2020-11-21,North Alabama,false,LaVell Edwards Stadium,936,63470,0.0147,false
2020,BYU,15,2020-12-12,San Diego State,false,LaVell Edwards Stadium,1099,63470,0.0173,false
2020,Baylor,4,2020-09-26,Kansas,true,McLane Stadium,11667,45140,0.2585,false
2020,Baylor,9,2020-10-31,TCU,true,McLane Stadium,11667,45140,0.2585,false
2020,Baylor,13,2020-11-28,Kansas State,true,McLane Stadium,11667,45140,0.2585,false
2020,Baylor,15,2020-12-12,Oklahoma State,true,McLane Stadium,11667,45140,0.2585,false
2020,Cincinnati,3,2020-09-19,Austin Peay,false,Nippert Stadium,0,38088,0.0000,false
2020,Cincinnati,4,2020-09-26,Army,false,Nippert Stadium,0,38088,0.0000,false
2020,Cincinnati,5,2020-10-03,South Florida,false,Nippert Stadium,0,38088,0.0000,false
2020,Cincinnati,9,2020-10-31,Memphis,false,Nippert Stadium,0,38088,0.0000,false
2020,Cincinnati,10,2020-11-07,Houston,false,Nippert Stadium,0,38088,0.0000,false
2020,Cincinnati,11,2020-11-13,East Carolina,false,Nippert Stadium,0,38088,0.0000,false
2020,Cincinnati,16,2020-12-19,Tulsa,false,Nippert Stadium,5831,38088,0.1531,false
2020,Colorado,10,2020-11-07,UCLA,false,Folsom Field,554,50183,0.0110,false
2020,Colorado,15,2020-12-12,Utah,false,Folsom Field,0,50183,0.0000,false
2020,Houston,6,2020-10-08,Tulane,false,TDECU Stadium,8164,40000,0.2041,false
2020,Houston,7,2020-10-16,BYU,false,TDECU Stadium,10092,40000,0.2523,false
2020,Houston,9,2020-10-31,UCF,false,TDECU Stadium,8630,40000,0.2157,false
2020,Houston,11,2020-11-14,South Florida,false,TDECU Stadium,8266,40000,0.2067,false
2020,Iowa State,2,2020-09-12,Louisiana,false,Jack Trice Stadium,0,61500,0.0000,false
2020,Iowa State,5,2020-10-03,Oklahoma,true,Jack Trice Stadium,13724,61500,0.2232,false
2020,Iowa State,6,2020-10-10,Texas Tech,true,Jack Trice Stadium,13502,61500,0.2195,false
2020,Iowa State,10,2020-11-07,Baylor,true,Jack Trice Stadium,13535,61500,0.2201,false
2020,Iowa State,14,2020-12-05,West Virginia,true,Jack Trice Stadium,14256,61500,0.2318,false
2020,Kansas,2,2020-09-12,Coastal Carolina,false,David Booth Kansas Memorial Stadium,0,47233,0.0000,false
2020,Kansas,5,2020-10-03,Oklahoma State,true,David Booth Kansas Memorial Stadium,9480,47233,0.2007,false
2020,Kansas,9,2020-10-31,Iowa State,true,David Booth Kansas Memorial Stadium,9652,47233,0.2043,false
2020,Kansas,13,2020-11-28,TCU,true,David Booth Kansas Memorial Stadium,0,47233,0.0000,false
2020,Kansas State,2,2020-09-12,Arkansas State,false,Bill Snyder Family Football Stadium,11041,50000,0.2208,false
2020,Kansas State,5,2020-10-03,Texas Tech,true,Bill Snyder Family Football Stadium,10932,50000,0.2186,false
2020,Kansas State,8,2020-10-24,Kansas,true,Bill Snyder Family Football Stadium,10801,50000,0.2160,false
2020,Kansas State,10,2020-11-07,Oklahoma State,true,Bill Snyder Family Football Stadium,11980,50000,0.2396,false
2020,Kansas State,14,2020-12-05,Texas,true,Bill Snyder Family Football Stadium,9851,50000,0.1970,false
2020,Oklahoma State,3,2020-09-19,Tulsa,false,Boone Pickens Stadium,14668,55509,0.2642,false
2020,Oklahoma State,4,2020-09-26,West Virginia,true,Boone Pickens Stadium,14672,55509,0.2643,false
2020,Oklahoma State,8,2020-10-24,Iowa State,true,Boone Pickens Stadium,14671,55509,0.2643,false
2020,Oklahoma State,9,2020-10-31,Texas,true,Boone Pickens Stadium,14672,55509,0.2643,false
2020,Oklahoma State,13,2020-11-28,Texas Tech,true,Boone Pickens Stadium,14645,55509,0.2638,false
2020,TCU,4,2020-09-26,Iowa State,true,Amon G. Carter Stadium,11852,46000,0.2577,false
2020,TCU,6,2020-10-10,Kansas State,true,Amon G. Carter Stadium,12208,46000,0.2654,false
2020,TCU,8,2020-10-24,Oklahoma,true,Amon G. Carter Stadium,12440,46000,0.2704,false
2020,TCU,10,2020-11-07,Texas Tech,true,Amon G. Carter Stadium,12356,46000,0.2686,false
2020,TCU,14,2020-12-05,Oklahoma State,true,Amon G. Carter Stadium,12594,46000,0.2738,false
2020,TCU,15,2020-12-12,Louisiana Tech,false,Amon G. Carter Stadium,10472,46000,0.2277,false
2020,Texas Tech,2,2020-09-12,Houston Christian,false,Jones AT&T Stadium,11157,60454,0.1846,false
2020,Texas Tech,4,2020-09-26,Texas,true,Jones AT&T Stadium,16615,60454,0.2748,false
2020,Texas Tech,8,2020-10-24,West Virginia,true,Jones AT&T Stadium,13532,60454,0.2238,false
2020,Texas Tech,9,2020-10-31,Oklahoma,true,Jones AT&T Stadium,14431,60454,0.2387,false
2020,Texas Tech,11,2020-11-14,Baylor,true,Jones AT&T Stadium,12914,60454,0.2136,false
2020,Texas Tech,14,2020-12-05,Kansas,true,Jones AT&T Stadium,9877,60454,0.1634,false
2020,UCF,5,2020-10-03,Tulsa,false,Bounce House,8874,44206,0.2007,false
2020,UCF,8,2020-10-24,Tulane,false,Bounce House,9148,44206,0.2069,false
2020,UCF,11,2020-11-14,Temple,false,Bounce House,8768,44206,0.1983,false
2020,UCF,12,2020-11-21,Cincinnati,false,Bounce House,10668,44206,0.2413,false
2020,Utah,12,2020-11-21,USC,false,Rice-Eccles Stadium,0,45807,0.0000,false
2020,Utah,14,2020-12-05,Oregon State,false,Rice-Eccles Stadium,0,45807,0.0000,false
2020,Utah,16,2020-12-19,Washington State,false,Rice-Eccles Stadium,0,45807,0.0000,false
2020,West Virginia,2,2020-09-12,Eastern Kentucky,false,Milan Puskar Stadium,976,60000,0.0163,false
2020,West Virginia,5,2020-10-03,Baylor,true,Milan Puskar Stadium,978,60000,0.0163,false
2020,West Virginia,7,2020-10-17,Kansas,true,Milan Puskar Stadium,10759,60000,0.1793,false
2020,West Virginia,9,2020-10-31,Kansas State,true,Milan Puskar Stadium,10441,60000,0.1740,false
2020,West Virginia,11,2020-11-14,TCU,true,Milan Puskar Stadium,11111,60000,0.1852,false
2021,Arizona,2,2021-09-11,San Diego State,false,Arizona Stadium,39097,50782,0.7699,false
2021,Arizona,3,2021-09-18,Northern Arizona,false,Arizona Stadium,33481,50782,0.6593,false
2021,Arizona,6,2021-10-09,UCLA,false,Arizona Stadium,43258,50782,0.8518,false
2021,Arizona,8,2021-10-22,Washington,false,Arizona Stadium,30880,50782,0.6081,false
2021,Arizona,10,2021-11-06,California,false,Arizona Stadium,30677,50782,0.6041,false
2021,Arizona,11,2021-11-13,Utah,false,Arizona Stadium,32008,50782,0.6303,false
2021,Arizona State,1,2021-09-02,Southern Utah,false,Sun Devil Stadium,44456,53599,0.8294,false
2021,Arizona State,2,2021-09-11,UNLV,false,Sun Devil Stadium,42918,53599,0.8007,false
2021,Arizona State,4,2021-09-25,Colorado,false,Sun Devil Stadium,44803,53599,0.8359,false
2021,Arizona State,6,2021-10-08,Stanford,false,Sun Devil Stadium,46192,53599,0.8618,false
2021,Arizona State,9,2021-10-30,Washington State,false,Sun Devil Stadium,46136,53599,0.8608,false
2021,Arizona State,10,2021-11-06,USC,false,Sun Devil Stadium,53926,53599,1.0061,false
2021,Arizona State,13,2021-11-27,Arizona,false,Sun Devil Stadium,52305,53599,0.9759,false
2021,BYU,2,2021-09-11,Utah,false,LaVell Edwards Stadium,63470,63470,1.0000,false
2021,BYU,3,2021-09-18,Arizona State,false,LaVell Edwards Stadium,61570,63470,0.9701,false
2021,BYU,4,2021-09-25,South Florida,false,LaVell Edwards Stadium,60217,63470,0.9487,false
2021,BYU,6,2021-10-09,Boise State,false,LaVell Edwards Stadium,63470,63470,1.0000,false
2021,BYU,9,2021-10-30,Virginia,false,LaVell Edwards Stadium,57685,63470,0.9089,false
2021,BYU,10,2021-11-06,Idaho State,false,LaVell Edwards Stadium,63470,63470,1.0000,false
2021,Baylor,2,2021-09-11,Texas Southern,false,McLane Stadium,42461,45140,0.9407,false
2021,Baylor,4,2021-09-25,Iowa State,true,McLane Stadium,42539,45140,0.9424,false
2021,Baylor,6,2021-10-09,West Virginia,true,McLane Stadium,43569,45140,0.9652,false
2021,Baylor,7,2021-10-16,BYU,false,McLane Stadium,48016,45140,1.0637,false
2021,Baylor,9,2021-10-30,Texas,true,McLane Stadium,45834,45140,1.0154,false
2021,Baylor,11,2021-11-13,Oklahoma,true,McLane Stadium,46782,45140,1.0364,false
2021,Baylor,13,2021-11-27,Texas Tech,true,McLane Stadium,43901,45140,0.9726,false
2021,Cincinnati,1,2021-09-04,Miami (OH),false,Nippert Stadium,37978,38088,0.9971,false
2021,Cincinnati,2,2021-09-11,Murray State,false,Nippert Stadium,33498,38088,0.8795,false
2021,Cincinnati,6,2021-10-08,Temple,false,Nippert Stadium,37978,38088,0.9971,false
2021,Cincinnati,7,2021-10-16,UCF,false,Nippert Stadium,37978,38088,0.9971,false
2021,Cincinnati,10,2021-11-06,Tulsa,false,Nippert Stadium,37978,38088,0.9971,false
2021,Cincinnati,12,2021-11-20,SMU,false,Nippert Stadium,37978,38088,0.9971,false
2021,Cincinnati,14,2021-12-04,Houston,false,Nippert Stadium,37978,38088,0.9971,false
2021,Colorado,1,2021-09-03,Northern Colorado,false,Folsom Field,44153,50183,0.8798,false
2021,Colorado,3,2021-09-18,Minnesota,false,Folsom Field,47482,50183,0.9462,false
2021,Colorado,5,2021-10-02,USC,false,Folsom Field,48197,50183,0.9604,false
2021,Colorado,7,2021-10-16,Arizona,false,Folsom Field,49806,50183,0.9925,false
2021,Colorado,10,2021-11-06,Oregon State,false,Folsom Field,47984,50183,0.9562,false
2021,Colorado,12,2021-11-20,Washington,false,Folsom Field,41284,50183,0.8227,false
2021,Houston,3,2021-09-18,Grambling,false,TDECU Stadium,22998,40000,0.5749,false
2021,Houston,4,2021-09-25,Navy,false,TDECU Stadium,25054,40000,0.6263,false
2021,Houston,8,2021-10-23,East Carolina,false,TDECU Stadium,22925,40000,0.5731,false
2021,Houston,9,2021-10-30,SMU,false,TDECU Stadium,25676,40000,0.6419,false
2021,Houston,12,2021-11-19,Memphis,false,TDECU Stadium,28712,40000,0.7178,false
2021,Iowa State,1,2021-09-04,Northern Iowa,false,Jack Trice Stadium,61500,61500,1.0000,false
2021,Iowa State,2,2021-09-11,Iowa,false,Jack Trice Stadium,61500,61500,1.0000,false
2021,Iowa State,5,2021-10-02,Kansas,true,Jack Trice Stadium,60446,61500,0.9829,false
2021,Iowa State,8,2021-10-23,Oklahoma State,true,Jack Trice Stadium,61500,61500,1.0000,false
2021,Iowa State,10,2021-11-06,Texas,true,Jack Trice Stadium,61500,61500,1.0000,false
2021,Iowa State,13,2021-11-26,TCU,true,Jack Trice Stadium,57775,61500,0.9394,false
2021,Kansas,1,2021-09-03,South Dakota,false,David Booth Kansas Memorial Stadium,26103,47233,0.5526,false
2021,Kansas,3,2021-09-18,Baylor,true,David Booth Kansas Memorial Stadium,23218,47233,0.4916,false
2021,Kansas,7,2021-10-16,Texas Tech,true,David Booth Kansas Memorial Stadium,25106,47233,0.5315,false
2021,Kansas,8,2021-10-23,Oklahoma,true,David Booth Kansas Memorial Stadium,26321,47233,0.5573,false
2021,Kansas,10,2021-11-06,Kansas State,true,David Booth Kansas Memorial Stadium,30611,47233,0.6481,false
2021,Kansas,13,2021-11-27,West Virginia,true,David Booth Kansas Memorial Stadium,23117,47233,0.4894,false
2021,Kansas State,2,2021-09-11,Southern Illinois,false,Bill Snyder Family Football Stadium,47628,50000,0.9526,false
2021,Kansas State,3,2021-09-18,Nevada,false,Bill Snyder Family Football Stadium,48768,50000,0.9754,false
2021,Kansas State,5,2021-10-02,Oklahoma,true,Bill Snyder Family Football Stadium,47690,50000,0.9538,false
2021,Kansas State,7,2021-10-16,Iowa State,true,Bill Snyder Family Football Stadium,48363,50000,0.9673,false
2021,Kansas State,9,2021-10-30,TCU,true,Bill Snyder Family Football Stadium,44339,50000,0.8868,false
2021,Kansas State,11,2021-11-13,West Virginia,true,Bill Snyder Family Football Stadium,43932,50000,0.8786,false
2021,Kansas State,12,2021-11-20,Baylor,true,Bill Snyder Family Football Stadium,43857,50000,0.8771,false
2021,Oklahoma State,1,2021-09-04,Missouri State,false,Boone Pickens Stadium,50807,55509,0.9153,false
2021,Oklahoma State,2,2021-09-11,Tulsa,false,Boone Pickens Stadium,52127,55509,0.9391,false
2021,Oklahoma State,4,2021-09-25,Kansas State,true,Boone Pickens Stadium,51444,55509,0.9268,false
2021,Oklahoma State,5,2021-10-02,Baylor,true,Boone Pickens Stadium,52144,55509,0.9394,false
2021,Oklahoma State,9,2021-10-30,Kansas,true,Boone Pickens Stadium,55026,55509,0.9913,false
2021,Oklahoma State,11,2021-11-13,TCU,true,Boone Pickens Stadium,54549,55509,0.9827,false
2021,Oklahoma State,13,2021-11-27,Oklahoma,true,Boone Pickens Stadium,54990,55509,0.9907,false
2021,TCU,1,2021-09-04,Duquesne,false,Amon G. Carter Stadium,35377,46000,0.7691,false
2021,TCU,2,2021-09-11,California,false,Amon G. Carter Stadium,38631,46000,0.8398,false
2021,TCU,4,2021-09-25,SMU,false,Amon G. Carter Stadium,46672,46000,1.0146,false
2021,TCU,5,2021-10-02,Texas,true,Amon G. Carter Stadium,43337,46000,0.9421,false
2021,TCU,8,2021-10-23,West Virginia,true,Amon G. Carter Stadium,37288,46000,0.8106,false
2021,TCU,10,2021-11-06,Baylor,true,Amon G. Carter Stadium,40338,46000,0.8769,false
2021,TCU,12,2021-11-20,Kansas,true,Amon G. Carter Stadium,35061,46000,0.7622,false
2021,Texas Tech,2,2021-09-11,Stephen F. Austin,false,Jones AT&T Stadium,55271,60454,0.9143,false
2021,Texas Tech,3,2021-09-18,Florida International,false,Jones AT&T Stadium,50118,60454,0.8290,false
2021,Texas Tech,6,2021-10-09,TCU,true,Jones AT&T Stadium,55821,60454,0.9234,false
2021,Texas Tech,8,2021-10-23,Kansas State,true,Jones AT&T Stadium,52874,60454,0.8746,false
2021,Texas Tech,11,2021-11-13,Iowa State,true,Jones AT&T Stadium,47158,60454,0.7801,false
2021,Texas Tech,12,2021-11-20,Oklahoma State,true,Jones AT&T Stadium,53169,60454,0.8795,false
2021,UCF,1,2021-09-02,Boise State,false,Bounce House,43928,44206,0.9937,false
2021,UCF,2,2021-09-11,Bethune-Cookman,false,Bounce House,38443,44206,0.8696,false
2021,UCF,6,2021-10-09,East Carolina,false,Bounce House,41649,44206,0.9422,false
2021,UCF,8,2021-10-22,Memphis,false,Bounce House,39328,44206,0.8897,false
2021,UCF,10,2021-11-06,Tulane,false,Bounce House,41030,44206,0.9282,false
2021,UCF,12,2021-11-20,UConn,false,Bounce House,37454,44206,0.8473,false
2021,UCF,13,2021-11-26,South Florida,false,Bounce House,41157,44206,0.9310,false
2021,Utah,1,2021-09-02,Weber State,false,Rice-Eccles Stadium,51511,51444,1.0013,false
2021,Utah,4,2021-09-25,Washington State,false,Rice-Eccles Stadium,51483,51444,1.0008,false
2021,Utah,7,2021-10-16,Arizona State,false,Rice-Eccles Stadium,51724,51444,1.0054,false
2021,Utah,9,2021-10-30,UCLA,false,Rice-Eccles Stadium,51922,51444,1.0093,false
2021,Utah,12,2021-11-20,Oregon,false,Rice-Eccles Stadium,52724,51444,1.0249,false
2021,Utah,13,2021-11-26,Colorado,false,Rice-Eccles Stadium,51538,51444,1.0018,false
2021,West Virginia,2,2021-09-11,Long Island University,false,Milan Puskar Stadium,50911,60000,0.8485,false
2021,West Virginia,3,2021-09-18,Virginia Tech,false,Milan Puskar Stadium,60022,60000,1.0004,false
2021,West Virginia,5,2021-10-02,Texas Tech,true,Milan Puskar Stadium,54090,60000,0.9015,false
2021,West Virginia,9,2021-10-30,Iowa State,true,Milan Puskar Stadium,45613,60000,0.7602,false
2021,West Virginia,10,2021-11-06,Oklahoma State,true,Milan Puskar Stadium,50109,60000,0.8351,false
2021,West Virginia,12,2021-11-20,Texas,true,Milan Puskar Stadium,48755,60000,0.8126,false
2022,Arizona,2,2022-09-10,Mississippi State,false,Arizona Stadium,46275,50782,0.9112,false
2022,Arizona,3,2022-09-17,North Dakota State,false,Arizona Stadium,41211,50782,0.8115,false
2022,Arizona,5,2022-10-01,Colorado,false,Arizona Stadium,36591,50782,0.7206,false
2022,Arizona,6,2022-10-08,Oregon,false,Arizona Stadium,50800,50782,1.0004,false
2022,Arizona,9,2022-10-29,USC,false,Arizona Stadium,44006,50782,0.8666,false
2022,Arizona,12,2022-11-19,Washington State,false,Arizona Stadium,40717,50782,0.8018,false
2022,Arizona,13,2022-11-25,Arizona State,false,Arizona Stadium,49865,50782,0.9819,false
2022,Arizona State,1,2022-09-01,Northern Arizona,false,Sun Devil Stadium,44764,53599,0.8352,false
2022,Arizona State,3,2022-09-17,Eastern Michigan,false,Sun Devil Stadium,43788,53599,0.8170,false
2022,Arizona State,4,2022-09-24,Utah,false,Sun Devil Stadium,39876,53599,0.7440,false
2022,Arizona State,6,2022-10-08,Washington,false,Sun Devil Stadium,39244,53599,0.7322,false
2022,Arizona State,10,2022-11-05,UCLA,false,Sun Devil Stadium,51265,53599,0.9565,false
2022,Arizona State,12,2022-11-19,Oregon State,false,Sun Devil Stadium,39551,53599,0.7379,false
2022,BYU,2,2022-09-10,Baylor,false,LaVell Edwards Stadium,63470,63470,1.0000,false
2022,BYU,4,2022-09-24,Wyoming,false,LaVell Edwards Stadium,60092,63470,0.9468,false
2022,BYU,5,2022-09-29,Utah State,false,LaVell Edwards Stadium,59417,63470,0.9361,false
2022,BYU,7,2022-10-15,Arkansas,false,LaVell Edwards Stadium,63470,63470,1.0000,false
2022,BYU,9,2022-10-28,East Carolina,false,LaVell Edwards Stadium,55525,63470,0.8748,false
2022,BYU,12,2022-11-19,Utah Tech,false,LaVell Edwards Stadium,56069,63470,0.8834,false
2022,Baylor,1,2022-09-03,UAlbany,false,McLane Stadium,41242,45140,0.9136,false
2022,Baylor,3,2022-09-17,Texas State,false,McLane Stadium,45597,45140,1.0101,false
2022,Baylor,5,2022-10-01,Oklahoma State,true,McLane Stadium,47979,45140,1.0629,false
2022,Baylor,8,2022-10-22,Kansas,true,McLane Stadium,45882,45140,1.0164,false
2022,Baylor,11,2022-11-12,Kansas State,true,McLane Stadium,47686,45140,1.0564,false
2022,Baylor,12,2022-11-19,TCU,true,McLane Stadium,44393,45140,0.9835,false
2022,Cincinnati,2,2022-09-10,Kennesaw State,false,Nippert Stadium,37014,38088,0.9718,false
