season,team,week,date,opponent,conference_game,venue,attendance,capacity,pct_of_capacity,capacity_estimated
2022,Cincinnati,4,2022-09-24,Indiana,false,Nippert Stadium,38464,38088,1.0099,false
2022,Cincinnati,6,2022-10-08,South Florida,false,Nippert Stadium,38577,38088,1.0128,false
2022,Cincinnati,10,2022-11-05,Navy,false,Nippert Stadium,38461,38088,1.0098,false
2022,Cincinnati,11,2022-11-11,East Carolina,false,Nippert Stadium,38199,38088,1.0029,false
2022,Cincinnati,13,2022-11-25,Tulane,false,Nippert Stadium,37989,38088,0.9974,false
2022,Colorado,1,2022-09-02,TCU,false,Folsom Field,47868,50183,0.9539,false
2022,Colorado,4,2022-09-24,UCLA,false,Folsom Field,42848,50183,0.8538,false
2022,Colorado,7,2022-10-15,California,false,Folsom Field,50471,50183,1.0057,false
2022,Colorado,9,2022-10-29,Arizona State,false,Folsom Field,40334,50183,0.8037,false
2022,Colorado,10,2022-11-05,Oregon,false,Folsom Field,42089,50183,0.8387,false
2022,Colorado,13,2022-11-26,Utah,false,Folsom Field,33474,50183,0.6670,false
2022,Houston,3,2022-09-17,Kansas,false,TDECU Stadium,30317,40000,0.7579,false
2022,Houston,4,2022-09-24,Rice,false,TDECU Stadium,26377,40000,0.6594,false
2022,Houston,5,2022-09-30,Tulane,false,TDECU Stadium,24319,40000,0.6080,false
2022,Houston,9,2022-10-29,South Florida,false,TDECU Stadium,24228,40000,0.6057,false
2022,Houston,11,2022-11-12,Temple,false,TDECU Stadium,21731,40000,0.5433,false
2022,Houston,13,2022-11-26,Tulsa,false,TDECU Stadium,21785,40000,0.5446,false
2022,Iowa State,1,2022-09-03,Southeast Missouri State,false,Jack Trice Stadium,57142,61500,0.9291,false
2022,Iowa State,3,2022-09-17,Ohio,false,Jack Trice Stadium,58138,61500,0.9453,false
2022,Iowa State,4,2022-09-24,Baylor,true,Jack Trice Stadium,58069,61500,0.9442,false
2022,Iowa State,6,2022-10-08,Kansas State,true,Jack Trice Stadium,60561,61500,0.9847,false
2022,Iowa State,9,2022-10-29,Oklahoma,true,Jack Trice Stadium,58716,61500,0.9547,false
2022,Iowa State,10,2022-11-05,West Virginia,true,Jack Trice Stadium,56109,61500,0.9123,false
2022,Iowa State,12,2022-11-19,Texas Tech,true,Jack Trice Stadium,52676,61500,0.8565,false
2022,Kansas,1,2022-09-02,Tennessee Tech,false,David Booth Kansas Memorial Stadium,34902,47233,0.7389,false
2022,Kansas,4,2022-09-24,Duke,false,David Booth Kansas Memorial Stadium,47233,47233,1.0000,false
2022,Kansas,5,2022-10-01,Iowa State,true,David Booth Kansas Memorial Stadium,47233,47233,1.0000,false
2022,Kansas,6,2022-10-08,TCU,true,David Booth Kansas Memorial Stadium,47233,47233,1.0000,false
2022,Kansas,10,2022-11-05,Oklahoma State,true,David Booth Kansas Memorial Stadium,43606,47233,0.9232,false
2022,Kansas,12,2022-11-19,Texas,true,David Booth Kansas Memorial Stadium,38246,47233,0.8097,false
2022,Kansas State,1,2022-09-03,South Dakota,false,Bill Snyder Family Football Stadium,50469,50000,1.0094,false
2022,Kansas State,2,2022-09-10,Missouri,false,Bill Snyder Family Football Stadium,51806,50000,1.0361,false
2022,Kansas State,3,2022-09-17,Tulane,false,Bill Snyder Family Football Stadium,50887,50000,1.0177,false
2022,Kansas State,5,2022-10-01,Texas Tech,true,Bill Snyder Family Football Stadium,50782,50000,1.0156,false
2022,Kansas State,9,2022-10-29,Oklahoma State,true,Bill Snyder Family Football Stadium,51133,50000,1.0227,false
2022,Kansas State,10,2022-11-05,Texas,true,Bill Snyder Family Football Stadium,51216,50000,1.0243,false
2022,Kansas State,13,2022-11-26,Kansas,true,Bill Snyder Family Football Stadium,51861,50000,1.0372,false
2022,Oklahoma State,1,2022-09-01,Central Michigan,false,Boone Pickens Stadium,53808,55509,0.9694,false
2022,Oklahoma State,2,2022-09-10,Arizona State,false,Boone Pickens Stadium,54949,55509,0.9899,false
2022,Oklahoma State,3,2022-09-17,Arkansas-Pine Bluff,false,Boone Pickens Stadium,55509,55509,1.0000,false
2022,Oklahoma State,6,2022-10-08,Texas Tech,true,Boone Pickens Stadium,55509,55509,1.0000,false
2022,Oklahoma State,8,2022-10-22,Texas,true,Boone Pickens Stadium,55509,55509,1.0000,false
2022,Oklahoma State,11,2022-11-12,Iowa State,true,Boone Pickens Stadium,55509,55509,1.0000,false
2022,Oklahoma State,13,2022-11-26,West Virginia,true,Boone Pickens Stadium,52353,55509,0.9431,false
2022,TCU,2,2022-09-10,Tarleton State,false,Amon G. Carter Stadium,43197,46000,0.9391,false
2022,TCU,5,2022-10-01,Oklahoma,true,Amon G. Carter Stadium,49095,46000,1.0673,false
2022,TCU,7,2022-10-15,Oklahoma State,true,Amon G. Carter Stadium,49594,46000,1.0781,false
2022,TCU,8,2022-10-22,Kansas State,true,Amon G. Carter Stadium,47881,46000,1.0409,false
2022,TCU,10,2022-11-05,Texas Tech,true,Amon G. Carter Stadium,44760,46000,0.9730,false
2022,TCU,13,2022-11-26,Iowa State,true,Amon G. Carter Stadium,44846,46000,0.9749,false
2022,Texas Tech,2,2022-09-10,Houston,false,Jones AT&T Stadium,56271,60454,0.9308,false
2022,Texas Tech,4,2022-09-24,Texas,true,Jones AT&T Stadium,60975,60454,1.0086,false
2022,Texas Tech,8,2022-10-22,West Virginia,true,Jones AT&T Stadium,56530,60454,0.9351,false
2022,Texas Tech,9,2022-10-29,Baylor,true,Jones AT&T Stadium,60705,60454,1.0042,false
2022,Texas Tech,11,2022-11-12,Kansas,true,Jones AT&T Stadium,55613,60454,0.9199,false
2022,Texas Tech,13,2022-11-26,Oklahoma,true,Jones AT&T Stadium,51126,60454,0.8457,false
2022,UCF,1,2022-09-01,South Carolina State,false,FBC Mortgage Stadium,43810,44206,0.9910,false
2022,UCF,2,2022-09-09,Louisville,false,FBC Mortgage Stadium,44412,44206,1.0047,false
2022,UCF,6,2022-10-05,SMU,false,FBC Mortgage Stadium,27495,44206,0.6220,false
2022,UCF,7,2022-10-13,Temple,false,FBC Mortgage Stadium,41729,44206,0.9440,false
2022,UCF,9,2022-10-29,Cincinnati,false,FBC Mortgage Stadium,44313,44206,1.0024,false
2022,UCF,12,2022-11-19,Navy,false,FBC Mortgage Stadium,44813,44206,1.0137,false
2022,Utah,2,2022-09-10,Southern Utah,false,Rice-Eccles Stadium,51531,51444,1.0017,false
2022,Utah,3,2022-09-17,San Diego State,false,Rice-Eccles Stadium,51602,51444,1.0031,false
2022,Utah,5,2022-10-01,Oregon State,false,Rice-Eccles Stadium,51729,51444,1.0055,false
2022,Utah,7,2022-10-15,USC,false,Rice-Eccles Stadium,53609,51444,1.0421,false
2022,Utah,10,2022-11-05,Arizona,false,Rice-Eccles Stadium,51919,51444,1.0092,false
2022,Utah,11,2022-11-12,Stanford,false,Rice-Eccles Stadium,51951,51444,1.0099,false
2022,West Virginia,2,2022-09-10,Kansas,true,Milan Puskar Stadium,52188,60000,0.8698,false
2022,West Virginia,3,2022-09-17,Towson,false,Milan Puskar Stadium,50703,60000,0.8450,false
2022,West Virginia,7,2022-10-13,Baylor,true,Milan Puskar Stadium,45293,60000,0.7549,false
2022,West Virginia,9,2022-10-29,TCU,true,Milan Puskar Stadium,50426,60000,0.8404,false
2022,West Virginia,11,2022-11-12,Oklahoma,true,Milan Puskar Stadium,50281,60000,0.8380,false
2022,West Virginia,12,2022-11-19,Kansas State,true,Milan Puskar Stadium,37055,60000,0.6176,false
2023,Arizona,1,2023-09-02,Northern Arizona,false,Arizona Stadium,48159,50782,0.9483,false
2023,Arizona,3,2023-09-16,UTEP,false,Arizona Stadium,44182,50782,0.8700,false
2023,Arizona,5,2023-09-30,Washington,false,Arizona Stadium,50800,50782,1.0004,false
2023,Arizona,9,2023-10-28,Oregon State,false,Arizona Stadium,45023,50782,0.8866,false
2023,Arizona,10,2023-11-04,UCLA,false,Arizona Stadium,44956,50782,0.8853,false
2023,Arizona,12,2023-11-18,Utah,false,Arizona Stadium,50800,50782,1.0004,false
2023,Arizona State,1,2023-08-31,Southern Utah,false,Mountain America Stadium,47773,53599,0.8913,false
2023,Arizona State,2,2023-09-09,Oklahoma State,false,Mountain America Stadium,42569,53599,0.7942,false
2023,Arizona State,3,2023-09-16,Fresno State,false,Mountain America Stadium,46723,53599,0.8717,false
2023,Arizona State,4,2023-09-23,USC,false,Mountain America Stadium,54166,53599,1.0106,false
2023,Arizona State,6,2023-10-07,Colorado,false,Mountain America Stadium,54086,53599,1.0091,false
2023,Arizona State,9,2023-10-28,Washington State,false,Mountain America Stadium,47284,53599,0.8822,false
2023,Arizona State,12,2023-11-18,Oregon,false,Mountain America Stadium,44741,53599,0.8347,false
2023,Arizona State,13,2023-11-25,Arizona,false,Mountain America Stadium,53414,53599,0.9965,false
2023,BYU,1,2023-09-02,Sam Houston,false,LaVell Edwards Stadium,59006,63470,0.9297,false
2023,BYU,2,2023-09-09,Southern Utah,false,LaVell Edwards Stadium,60834,63470,0.9585,false
2023,BYU,5,2023-09-29,Cincinnati,true,LaVell Edwards Stadium,63834,63470,1.0057,false
2023,BYU,8,2023-10-21,Texas Tech,true,LaVell Edwards Stadium,63523,63470,1.0008,false
2023,BYU,11,2023-11-11,Iowa State,true,LaVell Edwards Stadium,60754,63470,0.9572,false
2023,BYU,12,2023-11-18,Oklahoma,true,LaVell Edwards Stadium,63714,63470,1.0038,false
2023,Baylor,1,2023-09-02,Texas State,false,McLane Stadium,44945,45140,0.9957,false
2023,Baylor,2,2023-09-09,Utah,false,McLane Stadium,43732,45140,0.9688,false
2023,Baylor,3,2023-09-16,Long Island University,false,McLane Stadium,43732,45140,0.9688,false
2023,Baylor,4,2023-09-23,Texas,true,McLane Stadium,49165,45140,1.0892,false
2023,Baylor,6,2023-10-07,Texas Tech,true,McLane Stadium,44620,45140,0.9885,false
2023,Baylor,9,2023-10-28,Iowa State,true,McLane Stadium,43528,45140,0.9643,false
2023,Baylor,10,2023-11-04,Houston,true,McLane Stadium,41180,45140,0.9123,false
2023,Baylor,13,2023-11-25,West Virginia,true,McLane Stadium,36200,45140,0.8019,false
2023,Cincinnati,1,2023-09-02,Eastern Kentucky,false,Nippert Stadium,38193,38088,1.0028,false
2023,Cincinnati,3,2023-09-16,Miami (OH),false,Nippert Stadium,38193,38088,1.0028,false
2023,Cincinnati,4,2023-09-23,Oklahoma,true,Nippert Stadium,38193,38088,1.0028,false
2023,Cincinnati,7,2023-10-14,Iowa State,true,Nippert Stadium,38193,38088,1.0028,false
2023,Cincinnati,8,2023-10-21,Baylor,true,Nippert Stadium,38193,38088,1.0028,false
2023,Cincinnati,10,2023-11-04,UCF,true,Nippert Stadium,38193,38088,1.0028,false
2023,Cincinnati,13,2023-11-25,Kansas,true,Nippert Stadium,38193,38088,1.0028,false
2023,Colorado,2,2023-09-09,Nebraska,false,Folsom Field,53241,50183,1.0609,false
2023,Colorado,3,2023-09-16,Colorado State,false,Folsom Field,53141,50183,1.0589,false
2023,Colorado,5,2023-09-30,USC,false,Folsom Field,54032,50183,1.0767,false
2023,Colorado,7,2023-10-13,Stanford,false,Folsom Field,53154,50183,1.0592,false
2023,Colorado,10,2023-11-04,Oregon State,false,Folsom Field,52725,50183,1.0507,false
2023,Colorado,11,2023-11-11,Arizona,false,Folsom Field,52788,50183,1.0519,false
2023,Houston,1,2023-09-02,UTSA,false,TDECU Stadium,37862,40000,0.9466,false
2023,Houston,3,2023-09-16,TCU,true,TDECU Stadium,36049,40000,0.9012,false
2023,Houston,4,2023-09-23,Sam Houston,false,TDECU Stadium,35044,40000,0.8761,false
2023,Houston,7,2023-10-12,West Virginia,true,TDECU Stadium,32152,40000,0.8038,false
2023,Houston,8,2023-10-21,Texas,true,TDECU Stadium,42812,40000,1.0703,false
2023,Houston,11,2023-11-11,Cincinnati,true,TDECU Stadium,34312,40000,0.8578,false
2023,Houston,12,2023-11-18,Oklahoma State,true,TDECU Stadium,33906,40000,0.8477,false
2023,Iowa State,1,2023-09-02,Northern Iowa,false,Jack Trice Stadium,58248,61500,0.9471,false
2023,Iowa State,2,2023-09-09,Iowa,false,Jack Trice Stadium,61500,61500,1.0000,false
2023,Iowa State,4,2023-09-23,Oklahoma State,true,Jack Trice Stadium,59022,61500,0.9597,false
2023,Iowa State,6,2023-10-07,TCU,true,Jack Trice Stadium,60535,61500,0.9843,false
2023,Iowa State,10,2023-11-04,Kansas,true,Jack Trice Stadium,61500,61500,1.0000,false
2023,Iowa State,12,2023-11-18,Texas,true,Jack Trice Stadium,61500,61500,1.0000,false
2023,Kansas,1,2023-09-01,Missouri State,false,David Booth Kansas Memorial Stadium,41091,47233,0.8700,false
2023,Kansas,2,2023-09-08,Illinois,false,David Booth Kansas Memorial Stadium,45809,47233,0.9699,false
2023,Kansas,4,2023-09-23,BYU,true,David Booth Kansas Memorial Stadium,47233,47233,1.0000,false
2023,Kansas,6,2023-10-07,UCF,true,David Booth Kansas Memorial Stadium,46107,47233,0.9762,false
2023,Kansas,9,2023-10-28,Oklahoma,true,David Booth Kansas Memorial Stadium,47233,47233,1.0000,false
2023,Kansas,11,2023-11-11,Texas Tech,true,David Booth Kansas Memorial Stadium,47233,47233,1.0000,false
2023,Kansas,12,2023-11-18,Kansas State,true,David Booth Kansas Memorial Stadium,47233,47233,1.0000,false
2023,Kansas State,1,2023-09-02,Southeast Missouri State,false,Bill Snyder Family Football Stadium,52066,50000,1.0413,false
2023,Kansas State,2,2023-09-09,Troy,false,Bill Snyder Family Football Stadium,51940,50000,1.0388,false
2023,Kansas State,4,2023-09-23,UCF,true,Bill Snyder Family Football Stadium,51912,50000,1.0382,false
2023,Kansas State,8,2023-10-21,TCU,true,Bill Snyder Family Football Stadium,52580,50000,1.0516,false
2023,Kansas State,9,2023-10-28,Houston,true,Bill Snyder Family Football Stadium,51928,50000,1.0386,false
2023,Kansas State,11,2023-11-11,Baylor,true,Bill Snyder Family Football Stadium,51790,50000,1.0358,false
2023,Kansas State,13,2023-11-25,Iowa State,true,Bill Snyder Family Football Stadium,51481,50000,1.0296,false
2023,Oklahoma State,1,2023-09-02,Central Arkansas,false,Boone Pickens Stadium,53855,53855,1.0000,false
2023,Oklahoma State,3,2023-09-16,South Alabama,false,Boone Pickens Stadium,53855,53855,1.0000,false
2023,Oklahoma State,6,2023-10-06,Kansas State,true,Boone Pickens Stadium,53855,53855,1.0000,false
2023,Oklahoma State,7,2023-10-14,Kansas,true,Boone Pickens Stadium,53855,53855,1.0000,false
2023,Oklahoma State,9,2023-10-28,Cincinnati,true,Boone Pickens Stadium,53855,53855,1.0000,false
2023,Oklahoma State,10,2023-11-04,Oklahoma,true,Boone Pickens Stadium,54105,53855,1.0046,false
2023,Oklahoma State,13,2023-11-25,BYU,true,Boone Pickens Stadium,53855,53855,1.0000,false
2023,TCU,1,2023-09-02,Colorado,false,Amon G. Carter Stadium,53294,46000,1.1586,false
2023,TCU,2,2023-09-09,Nicholls,false,Amon G. Carter Stadium,45010,46000,0.9785,false
2023,TCU,4,2023-09-23,SMU,false,Amon G. Carter Stadium,51243,46000,1.1140,false
2023,TCU,5,2023-09-30,West Virginia,true,Amon G. Carter Stadium,43736,46000,0.9508,false
2023,TCU,7,2023-10-14,BYU,true,Amon G. Carter Stadium,44599,46000,0.9695,false
2023,TCU,11,2023-11-11,Texas,true,Amon G. Carter Stadium,50812,46000,1.1046,false
2023,TCU,12,2023-11-18,Baylor,true,Amon G. Carter Stadium,42621,46000,0.9265,false
2023,Texas Tech,2,2023-09-09,Oregon,false,Jones AT&T Stadium,56200,56200,1.0000,false
2023,Texas Tech,3,2023-09-16,Tarleton State,false,Jones AT&T Stadium,56200,56200,1.0000,false
2023,Texas Tech,5,2023-09-30,Houston,true,Jones AT&T Stadium,53308,56200,0.9485,false
2023,Texas Tech,7,2023-10-14,Kansas State,true,Jones AT&T Stadium,56200,56200,1.0000,false
2023,Texas Tech,10,2023-11-02,TCU,true,Jones AT&T Stadium,51185,56200,0.9108,false
2023,Texas Tech,12,2023-11-18,UCF,true,Jones AT&T Stadium,53851,56200,0.9582,false
2023,UCF,1,2023-08-31,Kent State,false,FBC Mortgage Stadium,44088,44206,0.9973,false
2023,UCF,3,2023-09-16,Villanova,false,FBC Mortgage Stadium,44206,44206,1.0000,false
2023,UCF,5,2023-09-30,Baylor,true,FBC Mortgage Stadium,44005,44206,0.9955,false
2023,UCF,9,2023-10-28,West Virginia,true,FBC Mortgage Stadium,44136,44206,0.9984,false
2023,UCF,11,2023-11-11,Oklahoma State,true,FBC Mortgage Stadium,44046,44206,0.9964,false
2023,UCF,13,2023-11-25,Houston,true,FBC Mortgage Stadium,43610,44206,0.9865,false
2023,Utah,1,2023-08-31,Florida,false,Rice-Eccles Stadium,53644,51444,1.0428,false
2023,Utah,3,2023-09-16,Weber State,false,Rice-Eccles Stadium,51532,51444,1.0017,false
2023,Utah,4,2023-09-23,UCLA,false,Rice-Eccles Stadium,52919,51444,1.0287,false
2023,Utah,7,2023-10-14,California,false,Rice-Eccles Stadium,52115,51444,1.0130,false
2023,Utah,9,2023-10-28,Oregon,false,Rice-Eccles Stadium,53586,51444,1.0416,false
2023,Utah,10,2023-11-04,Arizona State,false,Rice-Eccles Stadium,52104,51444,1.0128,false
2023,Utah,13,2023-11-25,Colorado,false,Rice-Eccles Stadium,51595,51444,1.0029,false
2023,West Virginia,2,2023-09-09,Duquesne,false,Milan Puskar Stadium,50037,60000,0.8339,false
2023,West Virginia,3,2023-09-16,Pittsburgh,false,Milan Puskar Stadium,61106,60000,1.0184,false
2023,West Virginia,4,2023-09-23,Texas Tech,true,Milan Puskar Stadium,50071,60000,0.8345,false
2023,West Virginia,8,2023-10-21,Oklahoma State,true,Milan Puskar Stadium,51870,60000,0.8645,false
2023,West Virginia,10,2023-11-04,BYU,true,Milan Puskar Stadium,50266,60000,0.8378,false
2023,West Virginia,12,2023-11-18,Cincinnati,true,Milan Puskar Stadium,43588,60000,0.7265,false
2024,Arizona,1,2024-08-31,New Mexico,false,Arizona Stadium,44748,50782,0.8812,false
2024,Arizona,2,2024-09-07,Northern Arizona,false,Arizona Stadium,47746,50782,0.9402,false
2024,Arizona,6,2024-10-05,Texas Tech,true,Arizona Stadium,45773,50782,0.9014,false
2024,Arizona,8,2024-10-19,Colorado,true,Arizona Stadium,50724,50782,0.9989,false
2024,Arizona,9,2024-10-26,West Virginia,true,Arizona Stadium,49888,50782,0.9824,false
2024,Arizona,12,2024-11-15,Houston,true,Arizona Stadium,38538,50782,0.7589,false
2024,Arizona,14,2024-11-30,Arizona State,true,Arizona Stadium,49813,50782,0.9809,false
2024,Arizona State,1,2024-08-31,Wyoming,false,Mountain America Stadium,48108,53599,0.8976,false
2024,Arizona State,2,2024-09-07,Mississippi State,false,Mountain America Stadium,45504,53599,0.8490,false
2024,Arizona State,6,2024-10-05,Kansas,true,Mountain America Stadium,54639,53599,1.0194,false
2024,Arizona State,7,2024-10-11,Utah,true,Mountain America Stadium,45310,53599,0.8454,false
2024,Arizona State,11,2024-11-09,UCF,true,Mountain America Stadium,44940,53599,0.8384,false
2024,Arizona State,13,2024-11-23,BYU,true,Mountain America Stadium,55400,53599,1.0336,false
2024,BYU,1,2024-08-31,Southern Illinois,false,LaVell Edwards Stadium,63712,62073,1.0264,false
2024,BYU,4,2024-09-21,Kansas State,true,LaVell Edwards Stadium,64201,62073,1.0343,false
2024,BYU,7,2024-10-12,Arizona,true,LaVell Edwards Stadium,64420,62073,1.0378,false
2024,BYU,8,2024-10-18,Oklahoma State,true,LaVell Edwards Stadium,62841,62073,1.0124,false
2024,BYU,12,2024-11-16,Kansas,true,LaVell Edwards Stadium,62704,62073,1.0102,false
2024,BYU,14,2024-11-30,Houston,true,LaVell Edwards Stadium,59213,62073,0.9539,false
2024,Baylor,1,2024-08-31,Tarleton State,false,McLane Stadium,42272,45140,0.9365,false
2024,Baylor,3,2024-09-14,Air Force,false,McLane Stadium,46212,45140,1.0237,false
2024,Baylor,5,2024-09-28,BYU,true,McLane Stadium,39583,45140,0.8769,false
2024,Baylor,9,2024-10-26,Oklahoma State,true,McLane Stadium,44987,45140,0.9966,false
2024,Baylor,10,2024-11-02,TCU,true,McLane Stadium,44171,45140,0.9785,false
2024,Baylor,14,2024-11-30,Kansas,true,McLane Stadium,36585,45140,0.8105,false
2024,Cincinnati,1,2024-08-31,Towson,false,Nippert Stadium,37654,38088,0.9886,false
2024,Cincinnati,2,2024-09-07,Pittsburgh,false,Nippert Stadium,37992,38088,0.9975,false
2024,Cincinnati,4,2024-09-21,Houston,true,Nippert Stadium,38007,38088,0.9979,false
2024,Cincinnati,8,2024-10-19,Arizona State,true,Nippert Stadium,38007,38088,0.9979,false
2024,Cincinnati,11,2024-11-09,West Virginia,true,Nippert Stadium,38007,38088,0.9979,false
2024,Cincinnati,14,2024-11-30,TCU,true,Nippert Stadium,30021,38088,0.7882,false
2024,Colorado,1,2024-08-29,North Dakota State,false,Folsom Field,49438,50183,0.9852,false
2024,Colorado,4,2024-09-21,Baylor,true,Folsom Field,52794,50183,1.0520,false
2024,Colorado,7,2024-10-12,Kansas State,true,Folsom Field,53972,50183,1.0755,false
2024,Colorado,9,2024-10-26,Cincinnati,true,Folsom Field,53202,50183,1.0602,false
2024,Colorado,12,2024-11-16,Utah,true,Folsom Field,54646,50183,1.0889,false
2024,Colorado,14,2024-11-29,Oklahoma State,true,Folsom Field,51030,50183,1.0169,false
2024,Houston,1,2024-08-31,UNLV,false,TDECU Stadium,25750,40000,0.6438,false
2024,Houston,3,2024-09-14,Rice,false,TDECU Stadium,28146,40000,0.7036,false
2024,Houston,5,2024-09-28,Iowa State,true,TDECU Stadium,25138,40000,0.6284,false
2024,Houston,9,2024-10-26,Utah,true,TDECU Stadium,28251,40000,0.7063,false
2024,Houston,10,2024-11-02,Kansas State,true,TDECU Stadium,23085,40000,0.5771,false
2024,Houston,13,2024-11-23,Baylor,true,TDECU Stadium,34166,40000,0.8541,false
2024,Iowa State,1,2024-08-31,North Dakota,false,Jack Trice Stadium,56148,61500,0.9130,false
2024,Iowa State,4,2024-09-21,Arkansas State,false,Jack Trice Stadium,55428,61500,0.9013,false
2024,Iowa State,6,2024-10-05,Baylor,true,Jack Trice Stadium,61500,61500,1.0000,false
2024,Iowa State,8,2024-10-19,UCF,true,Jack Trice Stadium,61500,61500,1.0000,false
2024,Iowa State,10,2024-11-02,Texas Tech,true,Jack Trice Stadium,61500,61500,1.0000,false
2024,Iowa State,12,2024-11-16,Cincinnati,true,Jack Trice Stadium,52881,61500,0.8599,false
2024,Iowa State,14,2024-11-30,Kansas State,true,Jack Trice Stadium,56228,61500,0.9143,false
2024,Kansas,1,2024-08-29,Lindenwood,false,Children's Mercy Park,20829,18467,1.1279,false
2024,Kansas,3,2024-09-13,UNLV,false,Children's Mercy Park,21493,18467,1.1639,false
2024,Kansas,5,2024-09-28,TCU,true,GEHA Field at Arrowhead Stadium,47928,76416,0.6272,false
2024,Kansas,8,2024-10-19,Houston,true,GEHA Field at Arrowhead Stadium,38619,76416,0.5054,false
2024,Kansas,11,2024-11-09,Iowa State,true,GEHA Field at Arrowhead Stadium,51109,76416,0.6688,false
2024,Kansas,13,2024-11-23,Colorado,true,GEHA Field at Arrowhead Stadium,56470,76416,0.7390,false
2024,Kansas State,1,2024-08-31,UT Martin,false,Bill Snyder Family Football Stadium,51240,50000,1.0248,false
2024,Kansas State,3,2024-09-13,Arizona,false,Bill Snyder Family Football Stadium,51290,50000,1.0258,false
2024,Kansas State,5,2024-09-28,Oklahoma State,true,Bill Snyder Family Football Stadium,51741,50000,1.0348,false
2024,Kansas State,9,2024-10-26,Kansas,true,Bill Snyder Family Football Stadium,52074,50000,1.0415,false
2024,Kansas State,12,2024-11-16,Arizona State,true,Bill Snyder Family Football Stadium,51880,50000,1.0376,false
2024,Kansas State,13,2024-11-23,Cincinnati,true,Bill Snyder Family Football Stadium,50988,50000,1.0198,false
2024,Oklahoma State,1,2024-08-31,South Dakota State,false,Boone Pickens Stadium,52202,52305,0.9980,false
2024,Oklahoma State,2,2024-09-07,Arkansas,false,Boone Pickens Stadium,52202,52305,0.9980,false
2024,Oklahoma State,4,2024-09-21,Utah,true,Boone Pickens Stadium,52202,52305,0.9980,false
2024,Oklahoma State,6,2024-10-05,West Virginia,true,Boone Pickens Stadium,52202,52305,0.9980,false
2024,Oklahoma State,10,2024-11-02,Arizona State,true,Boone Pickens Stadium,52202,52305,0.9980,false
2024,Oklahoma State,13,2024-11-23,Texas Tech,true,Boone Pickens Stadium,52202,52305,0.9980,false
2024,TCU,2,2024-09-07,Long Island University,false,Amon G. Carter Stadium,44063,46000,0.9579,false
2024,TCU,3,2024-09-14,UCF,true,Amon G. Carter Stadium,48889,46000,1.0628,false
2024,TCU,6,2024-10-04,Houston,true,Amon G. Carter Stadium,44211,46000,0.9611,false
2024,TCU,9,2024-10-26,Texas Tech,true,Amon G. Carter Stadium,42144,46000,0.9162,false
2024,TCU,11,2024-11-09,Oklahoma State,true,Amon G. Carter Stadium,45348,46000,0.9858,false
2024,TCU,13,2024-11-23,Arizona,true,Amon G. Carter Stadium,42977,46000,0.9343,false
2024,Texas Tech,1,2024-08-31,Abilene Christian,false,Jones AT&T Stadium,60229,60229,1.0000,false
2024,Texas Tech,3,2024-09-14,North Texas,false,Jones AT&T Stadium,57865,60229,0.9607,false
2024,Texas Tech,4,2024-09-21,Arizona State,true,Jones AT&T Stadium,58795,60229,0.9762,false
2024,Texas Tech,5,2024-09-28,Cincinnati,true,Jones AT&T Stadium,60229,60229,1.0000,false
2024,Texas Tech,8,2024-10-19,Baylor,true,Jones AT&T Stadium,60229,60229,1.0000,false
2024,Texas Tech,11,2024-11-09,Colorado,true,Jones AT&T Stadium,60229,60229,1.0000,false
2024,Texas Tech,14,2024-11-30,West Virginia,true,Jones AT&T Stadium,52785,60229,0.8764,false
2024,UCF,1,2024-08-29,New Hampshire,false,FBC Mortgage Stadium,44206,44206,1.0000,false
2024,UCF,2,2024-09-07,Sam Houston,false,FBC Mortgage Stadium,43807,44206,0.9910,false
2024,UCF,5,2024-09-28,Colorado,true,FBC Mortgage Stadium,45702,44206,1.0338,false
2024,UCF,7,2024-10-12,Cincinnati,true,FBC Mortgage Stadium,42611,44206,0.9639,false
2024,UCF,9,2024-10-26,BYU,true,FBC Mortgage Stadium,42144,44206,0.9534,false
2024,UCF,10,2024-11-02,Arizona,true,FBC Mortgage Stadium,42110,44206,0.9526,false
2024,UCF,14,2024-11-29,Utah,true,FBC Mortgage Stadium,40747,44206,0.9218,false
2024,Utah,1,2024-08-29,Southern Utah,false,Rice-Eccles Stadium,52210,51444,1.0149,false
2024,Utah,2,2024-09-07,Baylor,false,Rice-Eccles Stadium,52827,51444,1.0269,false
2024,Utah,5,2024-09-28,Arizona,true,Rice-Eccles Stadium,52898,51444,1.0283,false
2024,Utah,8,2024-10-19,TCU,true,Rice-Eccles Stadium,53299,51444,1.0361,false
2024,Utah,11,2024-11-09,BYU,true,Rice-Eccles Stadium,54383,51444,1.0571,false
2024,Utah,13,2024-11-23,Iowa State,true,Rice-Eccles Stadium,52152,51444,1.0138,false
2024,West Virginia,1,2024-08-31,Penn State,false,Milan Puskar Stadium,62084,60000,1.0347,false
2024,West Virginia,2,2024-09-07,UAlbany,false,Milan Puskar Stadium,50073,60000,0.8346,false
2024,West Virginia,4,2024-09-21,Kansas,true,Milan Puskar Stadium,52428,60000,0.8738,false
2024,West Virginia,7,2024-10-12,Iowa State,true,Milan Puskar Stadium,55202,60000,0.9200,false
2024,West Virginia,8,2024-10-19,Kansas State,true,Milan Puskar Stadium,54327,60000,0.9054,false
2024,West Virginia,12,2024-11-16,Baylor,true,Milan Puskar Stadium,52376,60000,0.8729,false
